29.07.2018;Гандика́п;NULL;от англ. Handicap;<p>способ уравнивания возможностей слабых участников соревнования с более сильными путём предоставления им какого-то преимущества (синоним слова «фора»).</p><p>В многоэтапных спортивных соревнованиях гандикап — способ отражения лидерства на предыдущих этапах в более раннем выпуске на старт в последующих. Например, участник первого этапа лыжных гонок проиграл лидеру гонки 20 секунд, значит, на втором этапе он уйдет со старта с задержкой в 20 секунд.</p>;NULL
30.07.2018;Пиете́т;NULL;от лат. pietas (pietatis) — благочестие;<p>глубокое уважение, почтительное, благоговейное отношение к кому-нибудь или чему-нибудь (например, <i>я с пиететом относился к своим учителям.</i>).</p>;NULL
31.07.2018;Зазно́ба;NULL;NULL;<p>предмет любви, возлюбленный, возлюбленная.</p><p>Это слово в значении «любимый человек» проникло в литературный язык из диалектов и является производным от глагола зазнобиться – «влюбиться», восходящего к глаголу знобить, имеющему значение «холодить».</p>;«Как думаешь: уж нет ли у него зазнобы тайной?» А. С. Пушкин
01.08.2018;Cплин;NULL;NULL;<p>уныние, хандра, тоскливое настроение.</p>;Как молью изъеден я сплином...<br/>Посыпьте меня нафталином,<br/>Сложите в сундук и поставьте меня на чердак,<br/>Пока не наступит весна.<br/>С. Черный, «Под сурдинку»
02.08.2018;Геростра́т;NULL;NULL;<p>честолюбец, добивающийся славы любой ценой.</p><p>В Древней Греции Герострат — молодой житель Эфеса, который сжёг храм Артемиды в своём родном городе для того чтобы его имя помнили потомки. Герострат добился своего: приобрёл бессмертную, пусть и позорную, славу — славу Герострата. На месте сожжённого храма жители города построили новый храм Артемиды Эфесской, названный одним из «семи чудес света».</p>;NULL
03.08.2018;Ханжа́;NULL;NULL;<p>неискренний человек, прикрывающийся показной добродетельностью или набожностью, лицемер.</p><p>Общество негативно относится к проявлениям ханжества, так как такое поведение рассчитано главным образом на публику или для самооправдания.</p>;Ханжа — это тот, кто прикладывает к другим стандарты, которые отказывается применять к себе.
04.08.2018;Би́рдекель;NULL;от нем. Bierdeckel — «пивная подставка»;<p>подставка под пивную кружку или пивной бокал, предназначенная для предотвращения попадания пива и влаги, конденсирующейся на внешних стенках, на поверхность стола.</p><p>Также подставку под пивную кружку или кофейную чашку называют <b>ко*стер</b> или <b>би*рмат</b>.</p>;NULL
05.08.2018;Сантиме́нты;NULL;от фр. sentiment — «чувство»;<p>проявление излишней чувствительности.</p><p>Часто употребляется с оттенком иронии (например, <i>разводить сантименты, удариться в сантименты</i>).</p>;NULL
06.08.2018;Акрости́х;NULL;NULL;<p>стихотворение, в котором начальные (реже конечные) буквы строк образуют осмысленный текст (слово или фразу)</p><p>Акростих часто служит посвящением какому-нибудь лицу или событию.</p>;<b>Д</b>овольно именем известна я своим,<br/><b>Р</b>авно клянётся плут и непорочный им,<br/><b>У</b>техой в бедствиях всего бываю боле,<br/><b>Ж</b>изнь сладостней при мне и в самой лучшей доле.<br/><b>Б</b>лаженству чистых душ могу служить одна,<br/><b>А</b> меж злодеями — не быть я создана.
07.08.2018;Фуникулёр;NULL;NULL;<p>горная железная дорога с канатной тягой, устраиваемая на крутых подъёмах, а также вагончик или поезд, в котором передвигаются по такой дороге.</p><p>Фуникулеры чаще всего используются для перевозки пассажиров на крутых подъёмах на короткие расстояния — в горах, на курортах, однако фуникулеры есть и в некоторых городах.</p>;NULL
08.08.2018;Импоза́нтный;NULL;NULL;<p>внушительный, производящий впечатление своим видом, представительный.</p>;Импозантный вид, импозантная внешность.
09.08.2018;Ассерти́вность;NULL;NULL;<p>способность человека не зависеть от внешних влияний и оценок, самостоятельно регулировать собственное поведение и отвечать за него.</p><p>В обычной жизни модель поведения большинства людей тяготеет к одной из двух крайностей: пассивности или агрессии. В первом случае человеком, который добровольно принимает на себе роль жертвы, руководит неуверенность в себе, страх перед лицом перемен или, наоборот, опасения потерять то, что уже нажито. Во втором — явное или завуалированное желание манипулировать окружающими, подчиняя их своим интересам. В отличие от этих двух распространенных типов коммуникации ассертивное поведение опирается на кардинально иной принцип: «я тебе ничего не должен, и ты мне ничего не должен, мы партнеры».</p>;NULL
10.08.2018;Парейдоли́я;NULL;NULL;<p>разновидность зрительных иллюзий, заключается в формировании иллюзорных образов, в качестве основы которых выступают детали реального объекта.</p><p>Таким образом, смутный и невразумительный зрительный образ воспринимается как что-либо отчетливое и определенное — например, фигуры людей и животных в облаках, изображение лица человека на поверхности Марса.</p>;NULL
11.08.2018;Гонзо;NULL;NULL;<p>направление в журналистике, где репортёр является непосредственным участником событий.</p><p>Гонзо-журналистика представлят собой глубоко субъективный стиль повествования, ведущегося от первого лица, в котором репортёр использует свой личный опыт и эмоции для того, чтобы подчеркнуть основной смысл описываемых событий. Использование цитат, сарказма, юмора, преувеличения и даже ненормативной лексики также являются неотъемлемой чертой этого стиля.</p>;NULL
12.08.2018;Прокрастина́ция;NULL;NULL;<p>склонность к постоянному «откладыванию на потом» неприятных мыслей и дел.</p><p>Прокрастинация проявляется в том, что человек, осознавая необходимость выполнения вполне конкретных важных дел (например, своих должностных обязанностей), игнорирует эту необходимость и отвлекает свое внимание на бытовые мелочи или развлечения.</p>;NULL
13.08.2018;Сардони́ческий;NULL;NULL;<p>злобно-насмешливый, язвительный.</p><p>Выражение «сардонический смех» в настоящее время применяется как синоним жестокого, злорадного смеха. У дверних греков сардонический смех стал поговоркой в отношении людей, смеющихся в момент своей гибели. Древние сравнивали его с действием ядовитого растения, растущего на Сардинии, «вкушая которое люди охватываются конвульсиями и смеются против воли».</p>;NULL
14.08.2018;Песо́чить;NULL;NULL;<p>резко критиковать, бранить, выговаривать.</p><p>Например, сооснователь компании Apple Стив Джобс был вспыльчивым человеком и нередко песочил своих подчиненных.</p>;NULL
15.08.2018;Лизоблю́д;NULL;NULL;<p>тот, кто угодничает, угождает, прислуживает кому-либо из мелких, корыстных побуждений, подлиза, подхалим. Чаще всего употребляется как порицающее или бранное слово.</p>;NULL
16.08.2018;Каучсёрфинг;NULL;NULL;<p>одна из крупнейших гостевых сетей, члены который бесплатно предоставляют друг другу помощь и ночлег во время путешествий и организуют совместные путешествия.</p><p>Идея каучсёрфинга проста: участник может останавливаться в чьем-либо доме во время путешествия, взамен он может предлагать для других участников свое жилье. Каучсёрфинг предлагает возможность бюджетно путешествовать, знакомиться с другой культурой и делиться опытом.</p>;NULL
17.08.2018;Тро́ллинг;NULL;NULL;<p>размещение заведомо провокационных сообщений с целью нагнетания конфликтной обстановки. В отношении пользователя, осуществляющего троллинг, утвердилось обозначение «тролль».</p><p>Лучшей защитой от троллинга является политика игнорирования тролля («не кормить тролля»).</p><p>Также, троллинг — метод рыбной ловли с движущегося моторизованного плавсредства (лодка, катер).</p>;Примеры троллинга: в сообществе Apple сказать, что продукция этой компании расчитана исключительно на домохоязек, или в сообществе филологов твердо стоять на той позиции, что правильно говорить «на Украине», а не «в Украине».
18.08.2018;Реклама́ция;NULL;NULL;<p>претензия по поводу низкого качества товара или услуги с требованием возмещения убытков.</p><p>Порядок предъявления рекламаций и ответов на них регулируется законом «О защите прав потребителей».</p>;NULL
19.08.2018;Амбразу́ра;NULL;NULL;<p>отверстие в оборонительных сооружениях и бронебашнях для ведения огня из тяжёлых орудий и стрелкового оружия.</p><p>В переносном смысле «броситься на амбразуру» означает вызваться выполнить неприятное дело.</p>;В годы Великой Отечественной войны более 400 человек совершили самопожертвенные подвиги, закрыв своим телом вражеские амбразуры.
20.08.2018;Сутя́жничество;кверуля́нтство;NULL;<p>занятие тяжбами, пристрастие к ведению тяжб.</p><p>Сутяжническая деятельность выражающаяся в борьбе за свои права и ущемлённые интересы (зачастую — мнимые или преувеличенные). Кверулянт осуществляет подачу жалоб во всевозможные инстанции, исковых заявлений в суд. Любые принятые решения по этим искам оспариваются.</p>;Кверулянтством страдал старик Фрэнкленд в повести А. Конан Дойля «Собака Баскервилей», истративший всё своё состояние на судебные тяжбы.
21.08.2018;Филантро́п;NULL;NULL;<p>человек, занимающийся благотворительностью (филантропией) в помощь нуждающимся.</p><p>Одним из самых известных филантропов нашего времени является основатель Microsoft Билл Гейтс, пожертвовавший на благотворительные цели более 28 миллиардов долларов.</p>;NULL
22.08.2018;Кольере́тка;NULL;NULL;<p>этикетка, расположенная на верхней части бутылки.</p><p>Как правило, кольеретка содержит какое-либо уточнение или пояснение относительно качества напитка, например, «Выдержанный», «Марочное», «Экстра» и т. п. Наличие кольеретки уже само по себе свидетельствует о более высоком классе продукта, ибо таких наклеек нет на ординарных напитках. В то же время, безалкогольные напитки и пиво иногда снабжаются только одними кольеретками, без основной этикетки.</p>;NULL
23.08.2018;Топиар;топиари;NULL;<p>фигурная стрижка деревьев и кустарников.</p><p>В процессе стрижки деревьям придаются формы животных, архитектурных сооружений, людей, геометрических фигур и т. п.</p>;Одним из самых известным примером топиарного искусства является одно из семи чудес света — висячие сады Семирамиды в Вавилоне.
24.08.2018;Химе́ра;NULL;NULL;<p>неосуществимая, несбыточная мечта,</p><p>В древнегреческой мифологии химера — огнедышащее чудовище с головой и шеей львицы, туловищем козы и хвостом змеи.</p><p>В изобразительном искусстве характерные для готики скульптурные изображения фантастических чудовищ, олицетворяющих пороки, силы зла и т. п., составляющие часть убранства соборов. Особенно известны химеры у оснований башен собора Парижской Богоматери.</p>;NULL
25.08.2018;Ли́мерик;NULL;NULL;<p>форма короткого стихотворения, появившегося в Великобритании, основанного на обыгрывании бессмыслицы.</p><p>Традиционно лимерик имеет пять строк, построенных по схеме AABBA, причём в каноническом виде конец последней строки повторяет конец первой. Сюжетно лимерик строится примерно так: в первой строке говорится, кто и откуда, во второй — что сделал, а далее — что из этого вышло.</p>;Пущен в среду был слух: на Ямале<br/>Деревянный компьютер собрали.<br/>Без гвоздей, топором!<br/>Диск, модем, Си-Ди-РОМ!<br/>Мышь — живая. В подвале поймали.
26.08.2018;Синерги́я;NULL;NULL;<p>суммирующий эффект взаимодействия двух или более факторов, характеризующийся тем, что их совместное действие существенно превосходит эффект каждого отдельного компонента.</p><p>Например, знания и усилия нескольких человек могут организовываться таким образом, что они взаимно усиливаются, прибыль после слияния двух компаний может превосходить сумму прибылей этих компаний до объединения.</p>;NULL
27.08.2018;Перлюстра́ция;NULL;NULL;<p>просмотр личной пересылаемой корреспонденции, совершаемый в тайне от отправителя и получателя.</p><p>Изначально понятие «перлюстрация» касалось лишь почтовой корреспонденции, однако в последнее время используется и в отношении других средств связи — от телеграфа до электронной почты.</p>;NULL
28.08.2018;Сноб;NULL;NULL;<p>человек, восхищающийся высшим обществом и тщательно подражающий манерам и вкусам высшего общества, ищущий возможность попасть в такое общество.</p><p>Так же называют человека, претендующего на высокую интеллектуальность, изысканный вкус или авторитетность в какой-то области, и при этом надменно относящегося к тем, кто, по его мнению, лишён этих достоинств.</p>;NULL
29.08.2018;Амбро́зия;NULL;NULL;<p>вкусная, изысканная пища.</p><p>В древнегреческой литературе амброзия — легендарная пища богов, дающая им молодость и бессмертие.</p>;NULL
30.08.2018;Андроги́н;NULL;NULL;<p>человек, наделённый внешними признаками обоих полов.</p><p>В мифологии андрогины — мифические существа-предки, перволюди, соединяющие в себе мужские и женские признаки. За то, что андрогины пытались напасть на богов, боги разделили их надвое и рассеяли по миру.</p>;Древние греки чтили в числе других богов Гермафродита — сына Гермеса и Афродиты, в нём совмещались женские и мужские черты.
31.08.2018;Лате́нтный;NULL;от лат. latens — «скрытый, невидимый»;<p>внешне не проявляющийся, не фиксирующийся, скрытый.</p><p>В медицине — протекание заболевания без видимых симптомов (<i>латентный период болезни, латентная шизофрения</i>).</p>;NULL
01.09.2018;Мизантро́п;NULL;NULL;<p>человек, который избегает общества людей, нелюдим, страдает или наоборот наслаждается человеконенавистничеством (мизантропией).</p><p>Данная склонность может являться основой жизненной философии. Слово получило особое распространение после комедии Мольера «Мизантроп».</p>;NULL
02.09.2018;Регре́сс;NULL;от лат. regressus — «возвращение, движение назад»;<p>направление развития, для которого характерен переход от высшего к низшему, от более совершеного к менее совершенному, движение вспять, упадок, деградация (противоположность понятию «прогресс»).</p><p>Биологический регресс — преобладание в популяции смертности над рождаемостью.</p>;NULL
03.09.2018;Мракобе́сие;обскуранти́зм;NULL;<p>враждебное отношение к просвещению, науке и прогрессу. Мракобесие — вольный перевод на русский язык термина «обскурантизм».</p><p>Наиболее известным проявлением религиозного мракобесия считается католическая инквизиция.</p>;NULL
04.09.2018;Терренку́р;NULL;NULL;<p>точно дозированная по времени и по расстоянию лечебная ходьба, а также специально оборудованная дорожка для такой ходьбы.</p><p>Терренкур развивает выносливость, улучшает работу сердечно-сосудистой системы и органов дыхания, стимулирует обмен веществ, нервную активность.</p>;NULL
05.09.2018;Взлеле́ять;NULL;NULL;<p>вырастить, воспитать любовно, с нежностью и заботой.</p><p>В переносном значении — выносить в себе (мысль, чувство и т. п.).<i>Издавна умысел ужасный взлелеял тайно злой старик...</i> А. С. Пушкин.</p>;«Синие горы Кавказа, приветствую вас! вы взлелеяли детство мое, вы носили меня на своих одичалых хребтах...» М. Ю. Лермонтов
06.09.2018;Спо́йлер;NULL;от англ. spoil — «портить»;<p>преждевременно раскрытая важная сюжетная информация, которая разрушает задуманную авторами интригу, не даёт её пережить и прочувствовать самостоятельно, и соответственно лишает зрителя/игрока/читателя некоторой части удовольствия от сюжета.</p>;Пример спойлера: сообщить читателю детективного романа, кто из персонажей является злодеем.
07.09.2018;Мамихлапинатапай;NULL;NULL;<p>слово из языка индейского племени яганов, оно означает «взгляд между двумя людьми, в котором выражается желание каждого, что другой станет инициатором того, чего хотят оба, но ни один не хочет быть первым».</p><p>Это слово указано в книге рекордов Гиннесса в качестве «наиболее ёмкого слова» и считается одним из самых трудных для перевода слов.</p>;NULL
08.09.2018;Бо́нза;NULL;NULL;<p>высокопоставленное должностное лицо, чиновник высокого ранга (обычно надменный, чванливый).</p><p>Например, в СССР партийные бонзы пользовались определенными привилегиями.</p><p>Также, бонза — европейское название служителей буддийского культа в Японии.</p>;NULL
09.09.2018;Ксенофо́бия;NULL;NULL;<p>навязчивый страх перед незнакомыми людьми, восприятие чужого как непонятного, непостижимого, и поэтому опасного и враждебного.</p><p>Воздвигнутая в ранг мировоззрения, ксенофобия может стать причиной вражды по принципу национального, религиозного или социального деления людей.</p><p>Cлову «ксенофобия» противопоставляется «ксенофилия» — отсутствие национального или расового инстинкта, склонность к поношению собственной культуры, унижению своего народа и восхвалению всего чужого.</p>;NULL
10.09.2018;Транслитера́ция;NULL;NULL;<p>точная передача букв одной письменности посредством букв другой письменности.</p><p>Транслитерация используется при передачи иноязычных слов (преимущественно собственных имен и географических названий) в соответствии с их написанием в языке-источнике.</p>;Название известного романа Вальтер Скотта в русских переводах начала 19 в. передавалось как «Ивангое», в соответствии с его написанием по-английски: «Ivangoe», позднее это название стали передавать в соответствии с его английским произношением: «Айвенго».
11.09.2018;Эссе́;NULL;из фр. essai — «попытка, проба, очерк»;<p>литературный жанр, прозаическое сочинение небольшого объёма и свободной композиции. Эссе выражает индивидуальные впечатления и соображения автора по конкретному поводу или предмету и не претендует на исчерпывающую или определяющую трактовку темы.</p>;Когда я не знаю, что я написал, я говорю, что написал эссе.
12.09.2018;Даунши́фтинг;NULL;NULL;<p>термин, обозначающий жизненную философию «жизни ради себя», «отказа от чужих целей».</p><p>Причисляющие себя к дауншифтерам склонны отказываться от стремления к пропагандируемым общепринятым благам, наподобие постоянного увеличения материального капитала, карьерного роста и т. д., ориентируясь на жизнь ради себя или семьи.</p>;Примерами дауншифтеров могут служить римский император Диоклетиан, отказавшийся от власти и удалившийся в поместье для выращивания капусты, Сиддхартха Гаутама, покинувший свой дворец, Диоген, живший в бочке.
13.09.2018;Релева́нтность;NULL;от лат. relevo — «поднимать, облегчать»;<p>смысловое соответствие между информационным запросом и полученным сообщением.</p><p>Например, поисковые системы в интернете ставят наиболее релевантные найденные документы на первые позиции в поисковой выдаче.</p>;NULL
14.09.2018;Альфо́нс;NULL;NULL;<p>мужчина, находящийся на содержании у любовницы.</p><p>В комедии Александра Дюма (сына) «Мосье Альфонс» так звали героя-любовника, находящегося на содержании женщины.</p><p>Женщину, живущую на содержании у любовника, называют содержанкой.</p>;NULL
15.09.2018;Бонвива́н;NULL;от фр. bon vivant — «хорошо живущий»;<p>человек, любящий жить в свое удовольствие, богато и беспечно, кутила, весельчак.</p><p>Обычно так называли мужчину, неисправимого оптимиста, беспечного кутилу и сластолюбца, особенно, если он обладал неплохим вкусом и любил подводить под свой жизненный стиль «философскую базу».</p>;NULL
16.09.2018;Метросексуа́л;NULL;NULL;<p>мужчина, который придает большое значение своей внешности.</p><p>Метросексуалы уделяет пристальное внимание своей физической форме, одежде, аксессуарам и, соответственно, тратят массу времени и денег на совершенствование своего внешнего вида и образа жизни. В XIX веке схожий культурный феномен был известен под названиями денди, франт, щёголь.Метросексуалы не уступают женщинам в заботе о своей внешности, посещают косметические салоны, щепетильно следуют моде. В обывательской среде метросексуалов порой ошибочно ассоциируют с геями.</p>;Яркий пример метросексуала — Дэвид Бекхэм.
17.09.2018;Старта́п;NULL;от англ. start-up — «запускать»;<p>только что созданная компания. Как правило, стартапы находятся в стадии развития или исследования перспективных рынков.</p> <p>В России стартапами ошибочно характеризуют все интернет проекты, отличающиеся от остальных какой-то «изюминкой». Это мнение возникло по итогам наблюдения за наиболее удачными, как зарубежными, так и отечественными стартапами всемирной паутины.</p>;Классическими примеры успешных стартапов являются Microsoft (основатели — Билл Гейтс и Пол Аллен), Apple Computer inc. (основатели Стив Джобс и Стив Возняк), Google (основатели — Лэрри Пэйдж и Сергей Брин).
18.09.2018;Индульге́нция;NULL;NULL;<p>грамота об отпущении грехов, выдаваемая католической церковью от имени папы Римского за деньги или за какие-либо заслуги перед церковью.</p><p>В эпоху Возрождения практика предоставления индульгенций нередко приводила к значительным злоупотреблениям (раздача за денежные пожертвования и др.). Злоупотребления индульгенциями ставленника майнцского архиепископа монаха Тецеля послужили поводом для протеста Лютера и для начала реформационного движения.</p>;NULL
19.09.2018;Эпи́тет;NULL;NULL;<p>определение, прибавляемое к названию предмета или лица для большей художественной выразительности (<i>лестный эпитет, язвительный эпитет, давать эпитеты, наделить метким эпитетом</i>).</p><p>Эпитеты могут быть выражены разными частями речи (матушка-Волга, ветер-бродяга, очи светлые, сыра земля).</p>;NULL
20.09.2018;Рега́лия;NULL;от лат. regalis — «принадлежащий царю»;<p>знаки и привилегии высшей государственной власти (корона, держава, скипетр, герб, мантия и пр.).</p><p>Также регалиями называют ордена, медали и другие знаки отличия (например, <i>явился во всех регалиях</i>).</p>;NULL
21.09.2018;Гипе́рбатон;NULL;NULL;<p>фигура речи, при которой тема высказывания выделяется путём постановки в начало или конец фразы, при этом также может разрываться синтаксическая связь. Иными словами, гипербатон — разъединение смежных слов.</p><p>Известным примером применения гипербатона является речь магистра Йоды в кинематографической саге Джорджа Лукаса «Звёздные войны» (<i>Когда и тебе 900 лет исполнится, тоже не молодо будешь выглядеть ты.</i>).</p>;NULL
22.09.2018;Итси́зм;NULL;NULL;<p>понятие, классифицирующее веру людей, которые, с одной стороны, считают, что существуют «высшие силы», но, с другой стороны, не принимают и не поддерживают установленную систему объяснений природы Бога какой бы то ни было отдельно взятой религии.</p><p>В отличие от традиционных агностиков, которые склонны рассматривать вещи более скептически, «не веря в то, что неизвестно», итсисты считают, что, «возможно, есть что-то намного больше, чем то, что мы можем знать».</p>;NULL
23.09.2018;Гому́нкул;гому́нкулус;от лат. homunculus — человечек;<p>в представлении средневековых алхимиков, существо, подобное человеку, которое можно получить искусственным путём.</p><p>Согласно представлениям XVII—XVIII веков, гомункул содержится в сперматозоиде, а при попадании в материнский организм преобразуется в человека, иногда и сам сперматозоид отождествлялся с гомункулом. Подобные воззрения получили название анималькулизма, одним из приверженцев анималькулизма был Левенгук, первооткрыватель сперматозоидов.</p><p>Представления о гомункуле отразились во многих средневековых рисунках, обычно изображающих гомункула — маленького человечка, попадающего в материнский организм и значительно увеличивающегося в размерах.</p>;NULL
24.09.2018;Ассимиля́ция;NULL;NULL;<p>слияние одного народа (или его части) с другим путем усвоения языка, обычаев и утраты своего языка, культуры и национального самосознания.</p><p>Ассимиляция может носить как добровольный характер — увлечение другой более развитой или привлекательной культурой, межнациональные и межконфессионые браки и т. п., так и принудительный  характер — военная аннексия, частичное истребление, вынужденное переселение, законодательная деятельность, направленная на подавление тех или иных культурно-языковых явлений.</p>;Примеры ассимиляций: американизация, германизация, русификация, исламизация, христианизация.
25.09.2018;Байопик;биопик;от англ. Biopic;<p>фильм-биография, кинематографический жанр (или отдельное художественное произведение), повествующий о судьбе знаменитой, известной личности на протяжении всей жизни или в наиболее важные драматические её моменты. В отличие от картин, основанных на подлинных событиях, или исторических фильмов, целью фильма-биографии является не хроникальное освещение случившихся фактов и событий, а влияние конкретной персоны на их исход.</p>;NULL
26.09.2018;Парку́р;NULL;от фр. parkour, искажённое от parcours, parcours du combattant — дистанция, полоса препятствий;<p>искусство перемещения и преодоления препятствий (перил, парапетов, стен и пр.), как правило, в городских условиях. Широкую известность приобрел после выхода фильмов «Ямакаси» и «13-й район» с участием основателя паркура Дэвида Белля.</p><p>Людей, занимающихся паркуром, называют <b>трейсерами</b>.</p>;NULL
27.09.2018;Геше́фт;NULL;NULL;<p>сделка, заключаемая с нарушением закона или в обход его.</p><p>В разговорной речи, гешефт — выгодное дельце (обычно с оттенком неодобрительности или иронически).</p>;Слово «гешефт» нередко используют журналисты, описывая какие-нибудь коррупционные сделках и махинации.
28.09.2018;Фили́стер;NULL;NULL;<p>человек с узким обывательским кругозором и ханжеским поведением, мещанин, обыватель.</p><p>Филистер — человек без духовных потребностей, тот, кто не ценит искусство, не разделяет связанных с ним эстетических или духовных ценностей.</p>;Выражение возникло в студенческой среде в Йене в XVI веке, так называли не связанных с университетом горожан, которые занимали в отношении студентов враждебную позицию.
29.09.2018;Като́й;NULL;NULL;<p>название «третьего пола» в Таиланде, состоящего из транссексуалок (мужчин, сменивших пол на женский). Их следует отличать от трансвеститов, принимающих женский облик, так как катои стремятся полностью соответствовать женскому образу.</p><p>Слово катой в тайской культуре имеет грубый оттенок и, чаще всего, применяется как ругательное, осуждающее или даже оскорбляющее. Однако времена меняются, и с ростом толерантности в тайском обществе слово становится более шутливым или ироническим.</p>;NULL
30.09.2018;Амикошо́нство;NULL;NULL;<p>чрезмерная фамильярность, бесцеремонное, неуместно-фамильярное обращение под видом дружеского.</p>;«В их взаимных отношениях не было видно ни тени начальственного покровительства и угодливости подчиненного, но вместе с тем и никакого амикошонства и слащавой нежности.» А. П. Богаевский
